urdu_text,is_sarcastic,,,,,,
حکومت ختم کرنے کا 1 ہی طریقہ ہے پنسل ✏ سے حکومت لکهو ✍ اور ربڑ 🧼 سے مٹا دو باقی کچھ بھی کرنا آپکے بس کی بات نہیں ✊🏻,1,,,,,,
کیونکہ ترکی غلاظت کھا رہا ہے اس لئے ہم بھی کھائیں گے۔۔۔۔ لگے رہو مسلمانو۔۔۔ لگے رہو۔ 🤣😂,1,,,,,,
شکر ہے فیصل بھائی آپ نے بھینس عمار مسعود کو کہا مجھے نہی 😂😂😂,1,,,,,,
 جو سوری کر رہی وہ بھی آپ ہی کا اکاؤنٹ ہے۔ 😏,0,,,,,,
 اسلام وعلیکم ورحمتہ اللہ وبرکاتہ⁦❤️⁩ صبح بخیر زندگی 🌴 اے دلوں کو پھیرنے والے ہم سب کو دین پر ثابت قدم رکھنا۔ آمین ❤,0,,,,,,
`` مجھے یاد کر کے گناہ نہ کر.🍀🌸 مجھے بھول جا یہ ثواب ہے '' ❤✌ _______💕💯,0,,,,,,
پولیس والے بھی اگر چوراہے کھڑے ہو کر بھتے مانگنے کی بجاۓ سیمنٹ کے کارخانے لگاتے تو آج یہ ادارہ بھی بہت مضبوط ہوتا سوچئے 😇,1,,,,,,
"عثمان بزدار کا مذاق اڑانے والے، گالیاں دینے والے اپنے صوبے میں آرمی چیف سے مدد مانگ رہے ہیں کہ تحقیقات کریں `` صفدر کو کس نے گرفتار کیا '' 😂 COAS DGISPR Dgranger",1,,,,,,
ہا ہا ہا پاکستانی اور کورونا سے ڈر جائیں ناممکن 😀,1,,,,,,
🌺 سب سے عمدہ دعا 🌺 حضرت_مسیح_موعود_علیہ_السلام نے یہ حقیقت بھی ہم پر آشکار فرمائی کہ اصل دعا تو رضائے_الٰہی کے حصول کی دعا ہے اور زندگی کا اصل مقصود بھی یہی ہے اسی لئے اس مقصد کے حصول کے لئے دعا کرنی چاہئے زندگی کے باقی معاملات خدا خود ہی حل فرما دیتاہے فرمایا 👇👇,0,,,,,,
بھائی کی کتابوں کو ترتیب سے رکھ دیا ہے۔ اب آج اس کا اور میرا پھڈا ہونے والا ہے 😌,0,,,,,,
اچھا اسی لٸے اتنی اوٹ پٹانگ باتیں کرتے ہیں۔😂😂😂,0,,,,,,
کبوتر سے ڈرنے والے انڈیا کان کھول ک سن لو ہمارے سر پہ پنکھا `` جنرل `` کا خوراک میں چاول '' کرنل '' کا گھی `` مجاہد بناسپتی '' اور بچے `` دلیہ فوجی '' کا کھاتے ہیں🤣🤣💪💪🍒,1,,,,,,
حکومت ختم کرنے کا 1 ہی طریقہ ہے پنسل ✏ سے حکومت لکهو ✍ اور ربڑ 🧼 سے مٹا دو باقی کچھ بھی کرنا آپکے بس کی بات نہیں ✊🏻,1,,,,,,
مجھے ایسا کیوں لگتا ھے کہ ٹویٹر پر سب سے کم تعلیم یافتہ میں ہی ھوں😊 لگتا بھی سچ ھے😉 اور ھے بھی سچ😂,1,,,,,,
اُسے ٹیگ تو کر دیں جسے یہ جواب دیا ہے 😅😅,0,,,,,,
وہ چھ بچے جن سے پورا ملک پریشان ہے جو نہ خود پڑھتے ہیں اور نہ دوسروں کو پڑھنے دیتے ہیں😕 '' نوبیتہ '' `` شزوکا '' `` چھوٹا بھیم '' `` ڈوریمون '' اور وہ دو کمینے `` موٹو پتلو '' 🙄,0,,,,,,
تشنلو 😭,0,,,,,,
سسرال اور خربوزہ قسمت سے اچھا نکلتا ہے 😂,1,,,,,,
 رپورٹ آنے دو پھر سندھ پولیس کے حوالات میں تم سب کھڑے ہوگے😂,1,,,,,,
پاکستانیوں 2014 کے دھرنے سے شروع ہونے والا راج اور سمرن کا پیار اپنے اختتام کی طرف گامزن ۔۔۔۔۔۔۔۔😜😜 موجودہ حالات پر مبنی یہ مکمل طور پر سیاسی ٹویٹ ھے 👊👊,1,,,,,,
جزاک اللہ بھائی جی ❤️😊,0,,,,,,
جزاک اللہ بھائی 😊,0,,,,,,
جزاک اللہ بھائی جی ❤️😊,0,,,,,,
کیپٹن صفدر پاکستان کا وہ واحد فوجی ہے جس کو پاکستان کی پولیس جب چاہے جہاں چاہے گرفتار کرسکتی ہے 🤣😂🤣😂,1,,,,,,
اس کے سوفٹوئیر میں وائرس ہے اسی لیئے اسکی صحافت ذرا بیمارشمار سی ہے😄,1,,,,,,
 قدر کرنا سیکھ لیں کچھ لوگ بار بار نہیں ملتے اور میرے جیسے تو بلکل بھی نہیں.🤪🤪😁😁,1,,,,,,
لے نسخہ پکڑ 😂😂,0,,,,,,
تبھی ٹوئیٹر پر اپنی بھڑاس نکال رہا ہے۔ 😜😂😂😂,0,,,,,,
نو کمنٹس 😂,0,,,,,,
 یہ آئی جی سندھ وی ہیں جس کو سپریم کورٹ سے سزا مل چوکی ہے 😝😝😝کہ یہ آصف زاردری کے خلاف گوہوں کو ہراساں کرتا ر…,1,,,,,,
پولیس کسی اور ریٹائر فوجی کو تو گرفتار نہیں کر سکی کبھی لیکن کیپٹن ریٹائرڈ صفدر کو پولیس ایسے گرفتار کرتی ہے دروازہ توڑ کر جیسے وہ دشمن کا فوجی ہو بیچارے کا گناہ بس اتنا ہے کہ نواز شریف کا دماد ہے😊😊😊,1,,,,,,
اپوزیشن حکومت گِرانے نکلی تھی۔ اب کل سےخود اپوزیشن کو بھی سمجھ نہیں آرہی کہ انہیں کون گِرا گیاہے😜,1,,,,,,
کبھی ارادہ ہو چھوڑ جانےکا پہلے بتانا صاحب..💔😢 تمہں معلوم ہے کہ اچانک حادثے اکثر موت کا سبب بنتے ہیں ... .💔💔😥,0,,,,,,
کسی کو اجاڑ کر بسے تو کیا بسے💯✨,0,,,,,,
 گاؤں میں پیپل کے نیچے اور شہر میں پارلر کے اندر چڑیلیں ہوتی ہیں چڑیلیں۔۔😟🤫,0,,,,,,
"کیا کہنے👇 سندھ پولیس نے تو کمال کردیا۔👏✊ ایسی چنگاری بھی یارب، اپنی خاکستر میں تھی 👌",1,,,,,,
 اتحاس گواہ ہے جو کہے اس کا کسی پارٹی سے تعلق نہیں اس کا pti سے نکل آتا ہے.. 😂😂😂😂,1,,,,,,
آج کا لطیفہ سی ایس پی ان پڑھ آفیسرز کو ایف اے پاس پڑھے لکھے افسروں نے اغو کر لیا 😷 WeStandWithSindhPolice,1,,,,,,
نہیں جیک نے مجھے ڈی ایم کیا تھا 😂 اب پتہ چل گیا,0,,,,,,
مرجا مرجا کسی ہارٹ اٹیک سے ہی سہی مر ضرور 😆😆😆😆,0,,,,,,
تے لگدا تسی محنت وی نہیں کردے 😑,0,,,,,,
 رات کو مریم اور بلاول بہن بھائی بنے راکھی باندھی گئ صبح سالے نے بہنوئی گرفتار کرا دیا 😂😂,1,,,,,,
بلی کے خواب میں چھیچھڑے ہی آتے ہیں اس لیے خواب دیکھنے پر کوئی پابندی نہیں 😂,1,,,,,,
عمران خان کا غصہ 👇 جب اندھیرے کمرے میں کان پکڑوا کر اوپر بوٹ رکھ دیئے جائیں اور کہا جائے کہ تم انتہائی نالائق ھو تو غصہ تو آئیگا 😱😱,1,,,,,,
کیا فاںٔدہ فل آواز میں سنے کا جو آپکے گھر والوں کو سنائی نہ دے 🤭😁,0,,,,,,
بہت اچھا فیصلہ ہے👏👏👏👏,0,,,,,,
😂😂😂😂 كخكخكخكخكخكخكخ,0,,,,,,
 اپوزیشن والے کبھی کہتے ہیں عمران خان کٹھ پُتلی ہے فیصلے کوئی اور کرتا ھے کبھی کہتے ہیں عمران خان ہم سے انتقام لے رہا ھے😂…,1,,,,,,
 کس کو پتہ تھا کہ فاطمہ جناح کے مزار پر دعائیں اتنی تیزی سے قبول ہوتی ہیں 😳,1,,,,,,
 سگریٹ پینے سے عورت کے بھی پھیپھڑے ہی خراب ہوتے ہیں کِردار نہیں -🌚,1,,,,,,
 السلام و علیکم ورحـــمةالله براکاتہ__❗️ صبح بخیر 🌞 ❣️💗🌴🌴 ﷽🌴🌴💗❣️ وَالَّـذِيْنَ كَفَرُوْا وَكَذَّبُوْا بِاٰيَاتِنَا اُ…,0,,,,,,
ھاھاھاھااور برے کام کون کرواتا ہے 😂😂,0,,,,,,
اگر شوہر کے ہوتے ہوئے بھی آپ غیر مردوں سے دوستی کرتی ہیں تو آپ پر لازم ہے اپنے شوہر کے لئے پیاری سی دوست کا انتخاب کریں ورنہ شرم سے ڈوب کے مر جائیں😂,0,,,,,,
" سر آپ نے تو غزوۂ ہِند کرنا تھا ، آپ غزوۂ سندھ کر رہے ہیں۔ 😐",1,,,,,,
اس حکومت کی زہانت اور سیریس نس کا اندازہ اس بات سے لگا لیں کہ چینی اور شوگر انکوائری کروائ کہ چور پکڑ سکیں اور خود ہی چینی اور آٹا چور مشہور ہو گۓ 😁😁,1,,,,,,
خان صاحب کی شرم بھی کاکول واکوں کی طرح مر گئی ہے فلحال 😜,1,,,,,,
Hahaha 😂 بچے میرے دور کے چالاک ہو گئے,0,,,,,,
بشک صلی اللہ علیہ والہ وسلم💕💖,0,,,,,,
"یہ زخم کلیجے کا پیمبر کو دکھانا یہ سوکھی زبان ساقیِ کوثر کو دکھانا اے تشنہِ کوثر، ہائے ہائے علی اکبرؑ 💔",0,,,,,,
آئینے کے سامنے کھڑے ہوئے ہر بندے کو اپنا آپ ہینڈ سم لگتا ہے مجھے بھی 😁😁,1,,,,,,
افسوس کہ ہمارا مائنڈ سیٹ ہی یہ ہو گیا ہے کہ سارا پاکستان غلط ہو سکتا ہے پر اسٹبلشمنٹ نہیں🙏,1,,,,,,
سب منتظر تھے عمران خان کی تقریر کے لیکن اگلوں نے کیپٹن صفدر اور آئی جی کو اغواہ کر کے میلا ہی لوٹ لیا۔۔۔۔۔۔ ہور کجھ ساڈے لائق🙏,1,,,,,,
مارکیٹ میں نیا نعرہ آیا ہیں 11 چور ایک کھلاڑی پھر بھی کپتان سب پہ بھاری💪,0,,,,,,
چلو شام کو کروں گا 😜,0,,,,,,
میں تو سب سے پہلے ہوں آپکے ساتھ 🙋‍♂️,0,,,,,,
 ھاھا جیو جیالی سپہ سالار کا بلاول کو فون پیج کیا ساری کتاب پھٹی پڑی ہے 😜😝 WeStandWithSindhPolice,1,,,,,,
سائنسی زبان میں `` پیراسائیٹ '' اس جاندار کو کہتے ہیں جو آپ کا خون چوسے اور آپ کے پاس بھی رہے ہمارے ہاں ایسے جاندار کو رشتےدار کہتے ہیں 😜,1,,,,,,
سندھ پولیس کے بڑے افسران شاید شمالی علاقہ جات کی سیر پر ہیں یا پھر کچن گاڈرننگ کی تربیت کے لیے محکمہ زراعت کی کلاس میں ہیں ... 🙏😊😜😁🙏 دل_پہ_مت_لے_یار,1,,,,,,
توڑ کے دل لوگوں کا 💔 مرضی رب کی بتا دیتے ہیں🔥,0,,,,,,
 دنیا کے سب سے بہترین لیڈر حضرت محمد صلی اللہ علیہ وسلم ہیں 💞 💞 💞 خاتم_النبیین_محمدصلى,0,,,,,,
تیری مرتبہ دائی نے کہا تھا وہی گشتی کا بچہ ہوا جسکا ڈر تھا۔😂😁,0,,,,,,
جو بلاول کو سمجھ داری سے کام لینے کا مشورہ دے رہےتھے وه خود بوکھلائے ہوۓ بےوقوفیاں کر رہے ہیں 😂,1,,,,,,
 کیپٹن صفدر گرفتاری سندھ کے آٹھ ڈی آئی جی چھٹی پر چلے گئے 😂😂,1,,,,,,
اور تو اور گلو بٹ بھی کہہ رہا ہے کہ جو کام میں نے کیا تھا مجھے بھی پتہ تھا مجھے عمر قید ہوجائے گی سزائے موت ہوسکتی ہے میں تو نہیں بھاگا مگر نواز شریف بھاگ گیا😆,1,,,,,,
پانچ ہے دس نہیں 😝,0,,,,,,
وہ تو میں ہوں ۔۔ شکریہ 🌹,0,,,,,,
"جو ڈوب گیۓ محبت میں وہ ڈرتے نہیں طوفان سے، 💔 محبت تو خدا کی نعمت ہے پھر کیا ڈرنا انسان سے_",0,,,,,,
سندھ پولیس کے افسران کی چھٹی کی درخواست نے کہی بدمعاشوں کو چھٹی کادودھ یادکرادیا۔۔۔۔۔۔۔بھلا ھووی تھانیدارا😀,1,,,,,,
 درویش جیل سے چھٹ گیا ہے 😀 لیڈر بن کر نکلا ہے شاید 😁,1,,,,,,
اتنی تو تحریک انصاف کی الیکشن میں میرٹ پر سیٹیں نہیں آئی تھیں جتنی سندھ پولیس کی چُھٹی کی درخواستیں آ گئی ہیں 😂 🔥 🤭 🤫 😱 🤐 😷 ✍🏼,1,,,,,,
محبت اور رحم دلی جب طرز حیات ہو جائے تو زندگی آسان ہو جاتی ہے.❤️,0,,,,,,
وعلیکم السلام ورحمتہ اللہ وبرکاتہ الھم صل علی محمد وعلی آل محمد 🌷 صل اللہ علیہ وآلہٖ وسلم 🌷 شام بخیر,0,,,,,,
اقراء عزیز کے بعد ثناء جاوید کی شادی اس بات کا ثبوت ہے کہ واقعی جوڑے آسمان پر بنتے ہیں 😷,0,,,,,,
بہتر ہے اس ستیاناس بلکہ سوا ستیاناس کا نام ہم انگلش میں ہی لیں کیونکہ اردو میں اسکا نام قدرے لمبا ہے اور ادائیگی میں سانس پھول جاتی ہے 😜,1,,,,,,
محمود اچکزئ کہتا ہے اردو زبان ھماری نہیں ہۓ۔ یہ بات بھی اچکزئ صاحب نے اردو میں کہی ہے 😂,1,,,,,,
چھٹی_لو_عہدے_کو_عزت_دو کچھ لوگوں نے 22 کروڑ عوام کی ذمہ داری ایسے شخص کو سونپ دی👻 جس نے کبھی اپنے بچوں کی ذمہ داری نہیں لی 🤣🤣🤣,1,,,,,,
میں کومنٹ کروں گی 😌,0,,,,,,
بہت خوب ⁦❤️⁩⁦❤️⁩⁦❤️⁩,0,,,,,,
جزاک اللہ خیرا ویرے اللہ خوش رکھے آپکو 🌹🌹🌹,0,,,,,,
"محترم ففتھ جنریشن اور ہائبرڈ چیف آپ نے تو غزوۂ ہِند کرنا تھا، آپ غزوۂ سندھ کر رہے ہیں۔😐 StateAboveStateRejected",1,,,,,,
" زبیر نے کہا اس سارے کیس میں عمران سے کوئی پوچھتا بھی نہیں، بیچارہ 😂",1,,,,,,
شکر ہے اللہ کا ایک پٹواری تو انسان بنا باقی پٹواریوں کو اس سے سبق یہ ملا کہ اگر کوشش کرے تو انسان بن سکتے ہیں 😂😂,1,,,,,,
حق اور سچ کی بات کرنا پٹواریوں کو گٹھ جوڑ ہی لگے گا😃,0,,,,,,
مارکیٹ میں نیا نعرہ آیا ہیں 11 چور ایک کھلاڑی پھر بھی کپتان سب پہ بھاری💪,0,,,,,,
الھم صلی علی محمد وعلی والہ محمد 💚💕,0,,,,,,
عید کل بھی ہو سکتی ہے اگر ن لیگ لاہور ہائیکورٹ میں جلدی عید کی درخواست دے دیں 🙏😜😜,1,,,,,,
باجوہ بڑوا نے ثابت کردیا کہ وہ سلیکٹر ہیں اور سلیکٹڈ حکومت کو کامیاب کرنے کے لیے کتے کی طرح محنت کر رہا ہے۔لعنت باجوہ@OfficialDGISPR ,1,,,,,,
@SHABAZGIL جب کتے زیادہ بھونکنے لگے تو ان کے آگے رکھنے کیلئے ہڈیوں کی تعداد بڑھا دواقوال کرائم منسٹر شوباز شریف برادر گوالمنڈیلا لندن والے سے اقتباس#امپورٹڈ_حکومت_نامنظور #امپورٹڈ_عدالتیں_نامنظور,1,,,,,,
تو آپ نے یہ سوچ کر ٹویٹ کرنے کی زحمت کیوں کی یہ تو کوئی کریٹیویٹی نہیں ہوئی۔ آخر میں آکے آپ نے ٹویٹ ہی کی نا 😂,0,,,,,,
تینوں کی آپشن بھی رکھنی تھی😂,0,,,,,,
 سب سے اعلی سٹینڈرڈ کی زندگی وہ گزارتے ہیں جو سیرتِ نبوی صلی اللہ علیہ وآلہ وسلم کو فالو کرتے ہیں ۔۔۔ ❤️ میرانبیﷺ پیا…,0,,,,,,
نانی اماں عوام کی ضرورتوں کی اتنی فکر ہے تو ایون فیلڈ کے اپارٹمنٹس بیچ کر سارے پیسے قومی خزانے میں جمع کروا دو اور ہمیں یقین ہے نیازی خیانت نہیں کرے گا وہ سارے پیسے عوام کی فلاح و بہبود پر ہی خرچ کرے گا۔ جاتی جاتی کوئی نیکی کرتی جائیں 😔😣🤭😂😂,1,,,,,,
"سر محترم چیف صاحب آپ نے تو غزوۂ ہِند کرنا تھا ، آپ غزوۂ سندھ کر رہے ہیں۔ 😐 StateAboveStateRejected",1,,,,,,
مزے کی بات ہے جنہوں نے یہ سب کیا وہی انکوائری کریں گے 😂😂 پاک سر زمین کا نظام,1,,,,,,
بھا میں تا راضی ہور کچھ نہیں تا ملکر سگریٹ پانی پی لیا کراں گے 😂😅😅,0,,,,,,
نیب کا چیرمین وینا ملک کو لگادو پھر شائد کچھ نہ کچھ ثبوت مل ہی جائے گا😜,0,,,,,,
ماشاءاللّٰه سُھٹی پیاری مُرک❤ سدائین مُرکندا رھو❤,0,,,,,,
اک ڈنڈا تے گیارہ جھنڈے۔۔۔😂🤣😁 جنوں سمجھ لگی اُنوں۔۔۔۔🤪 اک پپی اِدھر تے اک پپی اُدھر۔۔۔۔😆,1,,,,,,
 ہم تقریبا سات لاکھ جوانوں کو *فوج* کہتے ہیں لیکن کچھ کُتی کے بچے صرف ایک جرنیل کو ہی پوری *فوج* سمجھتے ہیں😂😂,1,,,,,,
کچھ صحافی واقعی اہل پٹوار کے اندر گھس کے پھٹ رہے ہیں۔ سواد کروا رہے ہیں یہی معنوں میں 😂😂😁,1,,,,,,
لیں آپ نے تو پوسٹ پر ہی میرے ویر کو پکڑ لیا ہے😂😂😂,0,,,,,,
 ▪︎اعلی تعلیم کے فروغ کے لئے ہر طرح کے وسائل مہیا کئے جائیں گے۔ ▪︎پنجاب حکومت پسماندہ اضلاع میں یونیورسٹیاں قائم کر رہی…,0,,,,,,
فیر تے جو منگے دینا بندا 😜🥴😂😂,0,,,,,,
مولوی صاحب جہاد کرے تو دہشت گرد۔۔ تبلیغ کرے تو بزدل۔۔ تدریس کرے تو دقیانوس۔۔ امامت کرے تو مُلاّ ۔۔ اور اگر سیاست کرے تو کرسی پسند۔۔ عجیب فلسفہ ہے۔۔ 😷😷😷😷😷😷,1,,,,,,
نواز شریف نے اپنا کام کر ڈالا بس اب دیکھنا ہے جی ایچ کیو میں کتنے جرنیل باجوہ کے ساتھ ہیں اور آنے والے دنوں میں پتہ چل جاۓ گا کہ کہ باجوہ اصل میں کس کے ساتھ ہے ۔ نواز شریف نومبر میں پاکستان آۓ ہی آۓ 😅 باقی کہانی مکمل کرنے کے لۓ 😂😂😂,1,,,,,,
ایڈمرل صاحب اگر آپ نیں چھٹی لے لی تو ملک کا کیا بنے گا 😜🤔,1,,,,,,
میرا درد میرا ہی درد تھا ... بہت درد ہوا یہ جان کر ۔۔۔😟 جون ایلیا,0,,,,,,
"اے دل ہے مشکل جینا یہاں،، زرا ہٹ کے زرا بچ کے یہ ہے بمبے میری جاں 😊",0,,,,,,
بہت ذہین آدمی ہیں آپ تو😜,0,,,,,,
دستخط تو کر دیے شوقِ نکاح میں پھر اپنی خوش خطی کو خودی کوستے رہے وسیم کھتری 😂 اردو,1,,,,,,
استاد جی کہتے ہیں 🧔 پُتر ان عورتوں کو آپ بھلے ہی دنیا کے بہترین شاپنگ مالز میں لے جاؤ 🤔 لیکن وہاں سے شاپنگ کرکے بھی یہ لنڈے والے ٹھیلے پر ضرور کھڑی ہونگی 😂 استاد جی کی باتیں,1,,,,,,
اب اتنا قائل کر رہے تو میں بھی قائل ھوگیا😅😅,1,,,,,,
تم کی گنجائش نہیں اب میں اور چائے❤ _alone feelings ... ... ... ... ... ..,0,,,,,,
میں سوچا سدھر جاؤں اندر سے آواز آئی معذرت آپ کے اندر یہ سہولت موجود نہیں ہے 😂😂☹️😂😂 محفل_سخن,0,,,,,,
ہر اسٹوڈنٹ سڑک چھاپ ہوتا ہے 😉,0,,,,,,
یہ آئی جی سندھ وی ہیں جس کو سپریم کورٹ سے سزا مل چکی ہے 2018😝😝😝کہ یہ آصف زاردری کے خلاف گوہوں کو ہراساں کرتا رہا 😝😝😝😝,1,,,,,,
پولیس کسی اور ریٹائر فوجی کو تو گرفتار نہیں کر سکی کبھی لیکن کیپٹن ریٹائرڈ صفدر کو پولیس ایسے گرفتار کرتی ہے دروازہ توڑ کر جیسے وہ دشمن کا فوجی ہو بیچارے کا گناہ بس اتنا ہے کہ نواز شریف کا دماد ہے😊😊😊,1,,,,,,
زرداری کو مکار اور بزدل کہنا درست نہیں 😋😋,1,,,,,,
جو بات ہے ❤,0,,,,,,
🌹وعلیکم السلام ہمیشہ سلامت رہو 🌹,0,,,,,,
*کبھی کبھی ... خاموشی کی چیخیــــں اتنی بُلند ہوتی ہیــــــــں ... کہ کوئی اور بات کرنے کو دل ہی نہیـــــــــں چاہتا ... ... 😏💔🙁 مارخورز محبت_کے_رنگ,0,,,,,,
"حامد میر نے ڪامران خان ڪی شلوار اتار دی آئندہ میری خبر ڪو جھوٹا نا ڪہنا ملوث تھی رینجرز ڪے نہیں، حامد میر👍",1,,,,,,
حکومت ختم کرنے کا 1 ہی طریقہ ہے پنسل ✏ سے حکومت لکهو ✍ اور ربڑ 🧼 سے مٹا دو باقی کچھ بھی کرنا آپکے بس کی بات نہیں ✊🏻,1,,,,,,
کیونکہ ترکی غلاظت کھا رہا ہے اس لئے ہم بھی کھائیں گے۔۔۔۔ لگے رہو مسلمانو۔۔۔ لگے رہو۔ 🤣😂,1,,,,,,
 السلام علیکم صبح بخیر زندگی ❣🤲🏻 🌙۔ *یہ جو رویوں کے دکھ ہوتے ہیــــــــں ... یہ دراڑیں سی ڈال دیتے ہیــــــــں ... سوچوں می…,0,,,,,,
بس فیر یہ بھی گیا 😛😛😛,0,,,,,,
زندگی سے تھوڑی وفا کیجیے جو نہیں ملتا اسے دفع کیجئے 💯😍😉 تاثیر_عشق اردو_زبان,0,,,,,,
"عثمان بزدار کا مذاق اڑانے والے، گالیاں دینے والے اپنے صوبے میں آرمی چیف سے مدد مانگ رہے ہیں کہ تحقیقات کریں `` صفدر کو کس نے گرفتار کیا '' 😂 COAS DGISPR Dgranger",1,,,,,,
کبوتر سے ڈرنے والے انڈیا کان کھول ک سن لو ہمارے سر پہ پنکھا `` جنرل `` کا خوراک میں چاول '' کرنل '' کا گھی `` مجاہد بناسپتی '' اور بچے `` دلیہ فوجی '' کا کھاتے ہیں🤣🤣💪💪🍒,1,,,,,,
اس حکومت کی زہانت اور سیریس نس کا اندازہ اس بات سے لگا لیں کہ چینی اور شوگر انکوائری کروائ کہ چور پکڑ سکیں اور خود ہی چینی اور آٹا چور مشہور ہو گۓ 😁😁,1,,,,,,
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههہَ 🤦🏻‍♂️,0,,,,,,
"لاہور ہائی کورٹ سے رجوع کیجئے، ویسے بھی اتوار آرہا ہے چھٹی والے دن بھی عدالتی دروازہ کھل سکتا ہے 😁",0,,,,,,
آنکھوں سے گرے آنسو اور نظروں سے گرے لوگ کبھی نہیں اٹھا کرتے 🌹🌹🌹🌷🌷🌴🌴🌾🌾🌾 اردو_زبان,0,,,,,,
 شہباز شریف کو چودہ دن کے جوڈیشل ریمانڈ پہ جیل بھیج دیا گیا چاچو بس دو تین مہینے ہور اندر کڈ لیو عوام دا بھلا ہو جاسی 😆😆,1,,,,,,
ووٹ کو عزت دو کا دوسرا مطلب ہر پاکستانی کو عزت دو 🇵🇰🇵🇰🐅🐅پاکستان زندہ باد نواز شریف زندہ باد,1,,,,,,
وہ وقت آگیا ھے جب ووٹ چور نااہل اور سلیکٹڈ حکمرانوں کو عوامی قہر کا سامنا کرنا پڑے گا ✊✊مریم نواز کی للکار,1,,,,,,
کوئی اک ہویا ہووے تے دساں 😂😂✌,0,,,,,,
😂😂😂😂 آہو۔ گل تے بڑے پتے دی دسی اے تسیں۔😂😂,0,,,,,,
عورت سے محبت کا مطلب اُس کے پاگل پن کو بھی برداشت کرنا ہوگا 😝😋😂😂 محفل_سخن,0,,,,,,
 بعض اوقات بحث کا بالکل موڈ نہیں ہوتا کوئی کہے کہ ہاتھی اڑتا ہے تو کہتی ہوں آپ نے کہا تو اڑتا ہی ہو گا😐🤧,1,,,,,,
"جی بالکل صفحہ پلٹنے والا ہے، آپ کے دلعزیز ڈکیتوں کے گرد گھیرا مزید تنگ ہونے والا ہے مگر آپ کو لفافے ملتے رہیں گے 😉",1,,,,,,
ایک ٹکے کے کروڑ نیازی چل حکومت چھوڑ نیازی 😜l,1,,,,,,
"اب کیوں بدل گئے جی بی ، کس کے لیے بدل گئے جی بی آخر کیسے بدل گئے جی بی 🤔😛",0,,,,,,
اچھا سوری 🙊🙊,0,,,,,,
مولانا فضل الرحمان کا آٸی جی سندھ اور کپٹن صفدر کے معاملے کی انکواٸری جسٹس قاضی فاٸز عیسیٰ سےکروانے کا مطالبہ مولانا سر 👏🏼👏🏼👏🏼,0,,,,,,
اپوزیشن حکومت گِرانے نکلی تھی۔ اب کل سےخود اپوزیشن کو بھی سمجھ نہیں آرہی کہ انہیں کون گِرا گیاہے😜,1,,,,,,
"کیا کہنے👇 سندھ پولیس نے تو کمال کردیا۔👏✊ ایسی چنگاری بھی یارب، اپنی خاکستر میں تھی 👌",1,,,,,,
آج کا لطیفہ سی ایس پی ان پڑھ آفیسرز کو ایف اے پاس پڑھے لکھے افسروں نے اغو کر لیا 😷 WeStandWithSindhPolice,1,,,,,,
آمین یا رب العالمین اللہ کی امان میں رہیں ہمیشہ آمین🌷,0,,,,,,
سلام ان چہروں پہ جو امیر کائنات علیٔ ابنِ ابی طالبٔ کے زکر سے کھل اٹھتے ہیں 🥀 اسلام و علیکم یا علیٔ مدد 💫,0,,,,,,
پی ٹی آئی سپوٹرز اب ناکام محبت اور ناکامیوں پے ارسطو بننے کی ناکام کوشش کریں گے 😂😂😂😂😂😂😂 پچی بھی ھوتے 😜,0,,,,,,
سارے انقلاب کا بوجھ اس وقت چند صحافیوں اور اب سندھ پولیس کے نا تواں کندھوں پر ڈال دیا گیا ہے ۔ 🤪😅,1,,,,,,
بڑے انکل نے یہ بھی سمجھایا ہے کہ بیٹا انڈے کلو نہیں ہوتے اور آلو درجن نہیں ہوتے بلکل جس طرح سے جیالے اور پٹواری بھی انسان نہیں ہوتے۔ 😭,1,,,,,,
"کیا یہ وہی افسر ہیں خنکے لوگوں کو چھوٹے چھوٹے سیاستدان دن رات ذلیل کرتے ہیں اور گالیاں دیتے ہیں، انکے چھوٹے افسرون کی دھلائی کرتے ہیں اور وردیاں تک پھاڑ دیتے ہیں؟ 😆 🤣 😂 😹 ops sorryyyyy",1,,,,,,
💯 فیصد,0,,,,,,
سلامتی ہو ❤️,0,,,,,,
اچھا اچھا۔ کوئی گل نئیں تسی تحصیلدار شامل کر لوو 😜,0,,,,,,
نواز کی فوج سے کبھی نہیں بنی مگر نواز کو ہمیشہ فوج اقتدار میں لائی اور فوج کا سیاست سے کوئی تعلق بھی نہیں یوتھیالوجی 😜 ووٹ_کو_عزت_دو,1,,,,,,
کل تک پاک فوج کو گالیاں دے رہے تھے اور آج PDM پاک فوج سے انکوائری کی سفارش کر رہی ہے اسے کہتے ہیں تھوک کر چاٹنا🤣😂🤣,1,,,,,,
 اپوزيشن والے کروڑوں لگا کر جلسہ کرتے ہیں انصافی گھر بیٹھے سو کا پیکچ لگوا کر جلسے کی ماں بہن ایک کردیتے ہیں 😂 ن لیگی سپورٹر…,1,,,,,,
فیاض چوہان بھی کہہ رہے تھے ہم اگلے آٹھ سال کا سب کچھ پچھلی حکومت پہ ڈالتے رہیں گے 😊,0,,,,,,
گف 😑😑 تم غلط کہہ رہی تھیں کہ جف ہوتا ہے,0,,,,,,
اچھا جی😂,0,,,,,,
